id,age,job,marital,education
21363,50,blue-collar,married,primary
21364,32,technician,divorced,tertiary
21365,35,technician,married,secondary
21366,41,technician,married,tertiary
21367,39,management,divorced,tertiary
21368,32,technician,single,secondary
21369,46,management,divorced,tertiary
21370,32,technician,divorced,secondary
21371,61,retired,married,primary
21372,52,management,married,tertiary
21373,32,technician,married,secondary
21374,59,management,married,tertiary
21375,35,housemaid,married,primary
21376,32,management,married,tertiary
21377,30,technician,married,secondary
21378,54,management,married,tertiary
21379,30,management,single,secondary
21380,30,management,married,tertiary
21381,31,management,single,tertiary
21382,51,management,single,tertiary
21383,52,management,married,tertiary
21384,39,management,married,tertiary
21385,40,management,married,tertiary
21386,32,technician,single,tertiary
21387,48,technician,married,secondary
21388,54,blue-collar,married,secondary
21389,45,technician,married,secondary
21390,49,blue-collar,married,secondary
21391,31,technician,divorced,secondary
21392,46,management,married,tertiary
21393,52,blue-collar,married,primary
21394,55,housemaid,married,primary
21395,50,blue-collar,married,primary
21396,45,self-employed,married,secondary
21397,53,services,married,secondary
21398,31,management,single,tertiary
21399,32,technician,single,tertiary
21400,46,management,married,tertiary
21401,36,technician,single,tertiary
21402,40,management,married,tertiary
21403,31,management,divorced,tertiary
21404,52,blue-collar,married,primary
21405,45,blue-collar,married,primary
21406,48,blue-collar,married,primary
21407,39,management,married,tertiary
21408,33,technician,single,secondary
21409,46,technician,single,tertiary
21410,30,technician,single,secondary
21411,32,entrepreneur,married,tertiary
21412,48,technician,married,secondary
21413,34,management,single,tertiary
21414,45,technician,married,secondary
21415,60,housemaid,married,primary
21416,61,management,married,secondary
21417,46,services,married,secondary
21418,52,blue-collar,married,primary
21419,56,blue-collar,married,secondary
21420,50,management,divorced,secondary
21421,38,technician,divorced,secondary
21422,49,blue-collar,married,primary
21423,58,retired,married,primary
21424,35,management,divorced,tertiary
21425,43,technician,single,tertiary
21426,33,self-employed,married,tertiary
21427,30,management,single,tertiary
21428,43,management,divorced,tertiary
21429,35,management,single,tertiary
21430,36,technician,single,secondary
21431,35,technician,married,secondary
21432,47,blue-collar,married,secondary
21433,47,technician,divorced,secondary
21434,30,technician,single,tertiary
21435,52,technician,married,secondary
21436,51,blue-collar,married,secondary
21437,33,self-employed,married,secondary
21438,32,housemaid,married,primary
21439,38,technician,divorced,secondary
21440,34,technician,divorced,secondary
21441,33,technician,single,secondary
21442,52,services,divorced,primary
21443,41,technician,married,secondary
21444,32,technician,single,tertiary
21445,31,management,single,secondary
21446,30,management,single,secondary
21447,45,technician,married,tertiary
21448,38,self-employed,married,secondary
21449,37,technician,single,secondary
21450,48,technician,married,tertiary
21451,37,management,single,tertiary
21452,44,technician,married,secondary
21453,45,technician,married,secondary
21454,31,technician,single,secondary
21455,32,management,single,tertiary
21456,43,management,married,tertiary
21457,46,blue-collar,married,primary
21458,40,technician,married,secondary
21459,33,management,single,tertiary
21460,58,admin.,married,secondary
21461,49,services,married,tertiary
21462,60,services,married,primary
21463,35,technician,married,secondary
21464,56,blue-collar,married,unknown
21465,54,services,married,secondary
21466,30,management,single,tertiary
21467,37,technician,single,tertiary
21468,49,technician,married,secondary
21469,39,technician,single,tertiary
21470,45,technician,married,tertiary
21471,31,housemaid,married,primary
21472,55,unemployed,married,secondary
21473,58,admin.,married,unknown
21474,60,technician,married,secondary
21475,42,management,married,tertiary
21476,48,technician,married,secondary
21477,46,unknown,married,secondary
21478,37,management,divorced,tertiary
21479,49,management,married,tertiary
21480,35,self-employed,married,secondary
21481,39,management,single,secondary
21482,45,unknown,married,secondary
21483,48,blue-collar,married,secondary
21484,38,technician,married,tertiary
21485,31,management,married,secondary
21486,52,admin.,married,primary
21487,33,services,married,secondary
21488,58,blue-collar,married,primary
21489,53,technician,married,secondary
21490,47,technician,married,secondary
21491,56,retired,married,primary
21492,32,management,single,tertiary
21493,38,technician,single,secondary
21494,60,retired,married,secondary
21495,49,technician,married,secondary
21496,31,management,single,tertiary
21497,47,technician,married,secondary
21498,59,management,married,tertiary
21499,60,retired,married,tertiary
21500,50,management,divorced,tertiary
21501,35,management,married,tertiary
21502,46,management,divorced,tertiary
21503,60,retired,married,tertiary
21504,37,management,married,tertiary
21505,32,management,single,tertiary
21506,31,technician,married,tertiary
21507,56,blue-collar,married,secondary
21508,48,management,married,tertiary
21509,54,blue-collar,married,secondary
21510,44,management,married,tertiary
21511,47,blue-collar,married,primary
21512,47,management,married,tertiary
21513,30,management,divorced,secondary
21514,36,technician,single,secondary
21515,41,self-employed,married,secondary
21516,32,technician,married,tertiary
21517,48,technician,married,secondary
21518,48,unknown,married,unknown
21519,45,self-employed,married,secondary
21520,53,blue-collar,married,secondary
21521,60,admin.,married,secondary
21522,53,management,married,tertiary
21523,47,technician,married,secondary
21524,60,retired,married,secondary
21525,33,technician,married,secondary
21526,60,technician,married,secondary
21527,57,entrepreneur,married,secondary
21528,56,retired,married,secondary
21529,57,technician,married,secondary
21530,49,technician,married,secondary
21531,39,technician,married,secondary
21532,45,management,married,tertiary
21533,39,technician,single,tertiary
21534,38,technician,single,tertiary
21535,59,retired,married,unknown
21536,48,unknown,married,secondary
21537,49,management,married,secondary
21538,49,admin.,married,tertiary
21539,32,management,married,tertiary
21540,44,technician,single,secondary
21541,35,technician,single,secondary
21542,51,management,divorced,tertiary
21543,49,technician,divorced,tertiary
21544,43,management,married,tertiary
21545,34,housemaid,married,tertiary
21546,42,management,married,tertiary
21547,40,technician,married,tertiary
21548,56,retired,married,secondary
21549,49,technician,married,secondary
21550,60,retired,married,secondary
21551,37,admin.,divorced,secondary
21552,47,management,married,tertiary
21553,34,management,married,tertiary
21554,45,entrepreneur,married,secondary
21555,46,blue-collar,married,primary
21556,52,retired,married,secondary
21557,50,management,married,tertiary
21558,53,blue-collar,married,secondary
21559,34,technician,married,secondary
21560,57,retired,married,tertiary
21561,32,management,single,tertiary
21562,49,technician,married,secondary
21563,49,technician,divorced,secondary
21564,45,admin.,married,secondary
21565,56,admin.,married,secondary
21566,39,technician,married,secondary
21567,60,technician,married,secondary
21568,47,management,divorced,tertiary
21569,30,technician,single,secondary
21570,57,housemaid,married,primary
21571,33,technician,single,tertiary
21572,41,technician,married,secondary
21573,51,management,married,tertiary
21574,48,technician,married,tertiary
21575,57,retired,married,primary
21576,42,self-employed,married,secondary
21577,45,admin.,married,secondary
21578,58,management,married,tertiary
21579,46,management,divorced,secondary
21580,32,management,married,tertiary
21581,31,technician,married,secondary
21582,30,management,married,tertiary
21583,42,management,divorced,tertiary
21584,46,technician,single,secondary
21585,38,management,single,tertiary
21586,55,management,married,tertiary
21587,39,management,married,tertiary
21588,34,technician,single,secondary
21589,36,unemployed,divorced,tertiary
21590,48,technician,married,tertiary
21591,36,management,married,tertiary
21592,42,management,married,tertiary
21593,40,management,married,tertiary
21594,30,self-employed,married,tertiary
21595,32,entrepreneur,married,tertiary
21596,42,management,married,secondary
21597,36,technician,married,secondary
21598,55,admin.,married,primary
21599,40,management,married,tertiary
21600,33,management,married,tertiary
21601,31,management,single,tertiary
21602,32,technician,married,secondary
21603,52,technician,married,secondary
